No.,Identifier,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Book Author Full Names,Group Authors,Article Title,Source Title,Document Type,Author Keywords,Abstract,Publisher,Publication Year,DOI Link,,,,
296,0,J,"Bachiri, YA; Mouncif, H; Bouikhalene, B; Hamzaoui, R",,,,,,INTEGRATING AI-BASED SPEECH RECOGNITION TECHNOLOGY TO ENHANCE READING ASSESSMENTS WITHIN MOROCCO'S TaRL PROGRAM,TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION,Article,Artificial intelligence; automatic speech recognition; reading assessment; Teaching at the Right Level (TaRL); Moroccan education system; e-learning,"This study examined the integration of artificial intelligence-powered speech recognition technology within early reading assessments in Morocco's Teaching at the Right Level (TaRL) program. The purpose was to evaluate the effectiveness of an automated speech recognition tool compared to traditional paper- based assessments in improving reading skills among 100 Moroccan first to third-graders. The mixed- method approach combined pre-post standardized reading tests with qualitative feedback. Results showed students receiving the AI-enabled speech recognition assessments demonstrated significant gains in reading achievement compared to peers assessed via traditional methods. Qualitative findings revealed benefits of instant feedback and enhanced engagement provided by the speech recognition tool. This study contributes timely empirical evidence on adopting learning technologies, specifically AI-driven automated speech assessment instruments, to enhance foundational literacy development within under-resourced education systems implementing student-centered pedagogical techniques like TaRL. It provides valuable insights and guidance for integrating innovative speech analysis tools within localized teaching and learning frameworks to strengthen early reading instruction and monitoring.",ANADOLU UNIV,2024,,,,,
297,0,J,"Nault, JC; Calderaro, J; Ronot, M",,,,,,Integration of new technologies in the multidisciplinary approach to primary liver tumours: The next-generation tumour board,JOURNAL OF HEPATOLOGY,Article,hepatocellular carcinoma; cholangiocarcinoma; next generation sequencing; artificial intelligence; large language models; clinical trial.,"Primary liver tumours, including benign liver tumours, hepatocellular carcinoma and cholangiocarcinoma, present a multifaceted challenge, necessitating a collaborative approach, as evidenced by the role of the multidisciplinary tumour board (MDTB). The approach to managing primary liver tumours involves specialised teams, including surgeons, radiologists, oncologists, pathologists, hepatologists, and radiation oncologists, coming together to propose individualised treatment plans. The evolving landscape of primary liver cancer treatment introduces complexities, particularly with the expanding array of systemic and locoregional therapies, alongside the potential integration of molecular biology and artificial intelligence (AI) into MDTBs in the future. Precision medicine demands collaboration across disciplines, challenging traditional frameworks. In the next decade, we anticipate the convergence of AI, molecular biology, pathology, and advanced imaging, requiring adaptability in MDTB structure to incorporate these cutting-edge technologies. Navigating this evolution also requires a focus on enhancing basic, translational, and clinical research, as well as boosting clinical trials through an upgraded use of MDTBs as hubs for scientific collaboration and raising literacy about AI and new technologies. In this review, we will delineate the current unmet needs in the clinical management of primary liver cancers, discuss our perspective on the future role of MDTBs in primary liver cancers (next generation MDTBs), and unravel the potential power and limitations of novel technologies that may shape the multidisciplinary care landscape for primary liver cancers in the coming decade. (c) 2024 The Authors. Published by Elsevier B.V. on behalf of European Association for the Study of the Liver. This is an open access article under the CC BY license.",ELSEVIER,2024,http://dx.doi.org/10.1016/j.jhep.2024.05.041,,,,
298,0,J,"Vidaurre, SME; Rodr?guez, NCV; Quelopana, RLG; Valdivia, ANM; Rossi, EAL; Nolasco-Mamani, MA",,,,,,Perceptions of Artificial Intelligence and Its Impact on Academic Integrity Among University Students in Peru and Chile: An Approach to Sustainable Education,SUSTAINABILITY,Article,artificial intelligence; academic integrity; students; sustainable education; SDG4; quality education,"In a context where artificial intelligence (AI) is transforming higher education, this study analyzes how students' perceptions of AI influence their academic integrity (INA), with a focus on sustainable education. Through a correlational-explanatory analysis based on Structural Equation Models (SEMs) applied to a sample of 659 students from 13 universities in Chile and Peru, it is observed that AI has a significant and direct impact on academic integrity in both countries (beta = 0.44). In Peru, the most influential dimension is trust in education (lambda = 0.86), followed by social, economic, security, and risk implications (lambda = 0.78), while attitudes towards AI also have a direct impact on integrity factors (beta = 0.15). In Chile, the dimensions of trust in education (lambda = 0.83) and social and economic impact (lambda = 0.79) are most relevant, and the relationships between the dimensions of academic integrity such as justice, respect, and responsibility (lambda = 0.71) are stronger. The study highlights the importance of incorporating AI literacy into educational curricula and developing regulatory frameworks that promote its ethical use, linking these actions to sustainable education. The findings highlight the need for sustainable educational approaches that enhance understanding of AI and ensure that its use in academia is beneficial, ethical, and contributes to sustainable development.",MDPI,2024,http://dx.doi.org/10.3390/su16209005,,,,
299,0,J,"Zhou, L; Li, YH; Zhang, Y; Chen, XL; Zhang, S; Hu, XL",,,,,,Perceptions of Telehealth Services Among Rural Lung Cancer Patients in China: A Qualitative Study Using the Technology Acceptance Model,SEMINARS IN ONCOLOGY NURSING,Article,Lung neoplasms; Qualitative research; Telemedicine; Technology acceptance model,"Objectives: To describe the perceptions of telehealth services among lung cancer patients in rural areas of China, as well as to explore the potential of telemedicine to improve long-term health recovery at home for rural lung cancer patients. Methods: A qualitative descriptive study design was used in this study and we conducted semi-structured interviews with 14 rural Chinese lung cancer patients between December 2022 and March 2023. Interview content was analyzed using Nvivo software and a framework analysis was performed using the Technology Acceptance Model to identify meaningful themes. Results: Participants identified perceptual and technical factors related to perceived ease of use, benefits and drawbacks related to perceived usefulness, and facilitators and barriers related to intention to use. However, regional and disease features including literacy barriers, medical insurance condition, symptom burden, and rural cultural health seeking behavior conduct must be taken into account. Conclusions: Lung cancer patients in rural China believe that telehealth services could be an alternative solution for addressing health and care needs, but various aspects, such as user interface design, cost-effectiveness, and technological anxiety, need to be optimized. Implications for Nursing Practice: More highly specialized nursing team, friendly telecare lung function modules, and media technology training courses should be developed for rural lung cancer patients to enhance the quality of their home care, meet their information needs and better control their disease progression. (c) 2024 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",ELSEVIER SCIENCE INC,2024,http://dx.doi.org/10.1016/j.soncn.2024.151710,,,,
300,0,J,"Beck, SW; Levine, S",,,,,,The Next Word: A Framework for Imagining the Benefits and Harms of Generative AI as a Resource for Learning to Write,READING RESEARCH QUARTERLY,Article,Writing; Theoretical perspectives; Literature; Digital/media literacy; Artificial intelligence,"In Parable of the Sower, Octavia Butler (1993) wrote: Any Change may bear seeds of benefit. Seek them out. Any Change may bear seeds of harm. Beware (p. 116). In this paper, we apply this command to a speculative examination of the consequences of text-based generative AI (GAI) for adolescent writers, framing this examination within a socially situated Writers-in-Community model of writing (Graham, 2018), which considers writing as both an act of individual cognition and as situated within concentric circles representing nested social, material, and cultural contexts for writing. Through the lens of this model, we discuss representations of language-related technologies in works by several well-known authors of 20th-century speculative fiction and contrast these speculative scenarios with examples from our recent research into student writers' use of ChatGPT and other GAI tools. Finally, we discuss (a) the limitations of these tools as lacking the ability to set goals and use these goals to compose a written work, which is a key component of an effective writing process and (b) what would be required to supporting students to write agentively in collaboration with these tools, despite these limitations. This discussion focuses on three principles: (1) centering human writers in collaborations with GAI; (2) setting writer goals to address historical, political, institutional, and social influences; and (3) critical agency in literacy with GAI.",WILEY,2024,http://dx.doi.org/10.1002/rrq.567,,,,
301,0,J,"de Roock, R",,,,,,"To Become an Object Among Objects: Generative Artificial Intelligence, Writing, and Linguistic White Supremacy",READING RESEARCH QUARTERLY,Article,,"This paper critically explores the implications of generative artificial intelligence (GAI) technologies for literacy theory and practice through a case study of the author's use of OpenAI's ChatGPT. The study opens with an overview of recent literature surrounding the pedagogical implications of using GAI with a focus on issues of racial justice, outlining an abolitionist political ecology approach to literacy that extends relational theories of mediation to machine-aided writing. The framework is then applied to data from a cognitive autoethnography of GAI use over a 6-month period, which included a digital ethnography of ChatGPT and an extended semistructured interview with the GAI chatbot. Racial justice issues were found, especially linguistic and other biases. As such, soon-to-be ubiquitous artificial intelligence (AI) technologies require profound reconsideration of the productive value of literacy exploited by GAI, which will inevitably be pursued through an acquiescence or fundamental rupture with the dystopian visions of the technology's creators. This study critically examines the implications of generative AI technologies, like ChatGPT, for literacy pedagogy and practice, highlighting racial justice concerns. By employing an abolitionist political ecology approach, the research calls for a profound rethinking of AI's role in literacy, advocating for radical transformation and resistance against the dystopian trajectories that Silicon Valley AI developers envision.image",WILEY,2024,http://dx.doi.org/10.1002/rrq.569,,,,
302,0,J,"Hopson, S; Mildon, C; Hassard, K; Urie, PM; Della Corte, D",,,,,,Equipping Future Physicians with Artificial Intelligence Competencies through Student Associations,INTERNATIONAL MEDICAL EDUCATION,Editorial Material,medical education; AI education; undergraduate education; AI in medicine; medical training,"Advances in artificial intelligence (AI) in the medical sector necessitate the development of AI literacy among future physicians. This article explores the pioneering efforts of the AI in Medicine Association (AIM) at Brigham Young University, which offers a framework for undergraduate pre-medical students to gain hands-on experience, receive principled education, explore ethical considerations, and learn appraisal of AI models. By supplementing formal, university-organized pre-medical education with a student-led, faculty-supported introduction to AI through an extracurricular academic association, AIM alleviates apprehensions regarding AI in medicine early and empowers students preparing for medical school to navigate the evolving landscape of AI in healthcare responsibly.",MDPI,2024,http://dx.doi.org/10.3390/ime3040029,,,,
303,1,J,"Shiri, A",,,,,,Artificial intelligence literacy: a proposed faceted taxonomy,DIGITAL LIBRARY PERSPECTIVES,Article,Artificial intelligence literacy; AI literacy; Taxonomies; AI literacy taxonomy; AI literacy conceptualization; Artificial intelligence,"PurposeThe purpose of this paper is to propose a taxonomy of artificial intelligence (AI) literacy to support AI literacy education and research.Design/methodology/approachThis study makes use of the facet analysis technique and draws upon various sources of data and information to develop a taxonomy of AI literacy. The research consists of the following key steps: a comprehensive review of the literature published on AI literacy research, an examination of well-known AI classification schemes and taxonomies, a review of prior research on data/information/digital literacy research and a qualitative and quantitative analysis of 1,031 metadata records on AI literacy publications. The KH Coder 3 software application was used to analyse metadata records from the Scopus multidisciplinary database.FindingsA new taxonomy of AI literacy is proposed with 13 high-level facets and a list of specific subjects for each facet.Research limitations/implicationsThe proposed taxonomy may serve as a conceptual AI literacy framework to support the critical understanding, use, application and examination of AI-enhanced tools and technologies in various educational and organizational contexts.Practical implicationsThe proposed taxonomy provides a knowledge organization and knowledge mapping structure to support curriculum development and the organization of digital information.Social implicationsThe proposed taxonomy provides a cross-disciplinary perspective of AI literacy. It can be used, adapted, modified or enhanced to accommodate education and learning opportunities and curricula in different domains, disciplines and subject areas.Originality/valueThe proposed AI literacy taxonomy offers a new and original conceptual framework that builds on a variety of different sources of data and integrates literature from various disciplines, including computing, information science, education and literacy research.",EMERALD GROUP PUBLISHING LTD,2024,http://dx.doi.org/10.1108/DLP-04-2024-0067,,,,
304,0,J,"Su, JH; Yang, WP",,,,,,Artificial Intelligence and Robotics for Young Children: Redeveloping the Five Big Ideas Framework,ECNU REVIEW OF EDUCATION,Article,AI and robotics (AIR); AI literacy; early childhood education; five big ideas of AI; framework,"Purpose: To align with the artificial intelligence and robotics (AIR) research and policy agenda, this paper puts forth an adapted five big ideas framework specifically tailored to teaching young children about artificial intelligence (AI) via robotics. Design/Approach/Methods: Grounded in early childhood education research, the proposed framework emphasizes the use of robotics and play-based learning to make AI accessible and encourage engagement among young children who have not started formal schooling. Findings: We comparatively analyze the commonalities and differences in AI big ideas between the original K-12 framework and the redeveloped early childhood education framework. To pique children's interest, key concepts are presented through interactions with robotics and robot role-play. This paper also provides recommendations for age-appropriate topics, storytelling, and play-based teaching methods. Originality/Value: This framework aims to equip researchers and educators with strategies for successfully integrating introductory AI education into early childhood classrooms. Teaching AI in a developmentally responsive manner can help nurture young children's curiosity toward and understanding of an increasingly AI-driven world.",SAGE PUBLICATIONS INC,2024,http://dx.doi.org/10.1177/20965311231218013,,,,
305,0,J,"Acar, OA",,,,,,Commentary: Reimagining marketing education in the age of generative AI,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,Article,Generative AI; GenAI; Large language models; AI in education; Marketing education,"Generative AI (GenAI) holds the potential to revolutionise marketing education by enhancing the learning experience and addressing long-standing pedagogical challenges. This paper explores the transformative impact of GenAI, focusing on three primary dimensions: cost efficiency & scalability, , personalisation & accessibility, , and creativity & innovation. . However, despite these substantial benefits, GenAI also presents important risks and challenges. I therefore underscore the need for strategic and responsible implementation, recommending several approaches such as foundational AI literacy, human oversight, alignment with learning objectives and bespoke pedagogical frameworks to harness GenAI's full potential while mitigating associated risks. Finally, I emphasise that the discussion should evolve from whether we should use GenAI to when and how we should use it.",ELSEVIER,2024,http://dx.doi.org/10.1016/j.ijresmar.2024.06.004,,,,
306,0,J,"Hu, XY; Sui, H; Geng, XY; Zhao, L",,,,,,Constructing a teacher portrait for the artificial intelligence age based on the micro ecological system theory: A systematic review,EDUCATION AND INFORMATION TECHNOLOGIES,Article,Teacher portrait; AI age; Systematic review; Micro ecological system theory,"Artificial intelligence (AI) is bringing new developments in education. Teachers' professional development grows with the promotion of technology, and more challenges and difficulties will be faced by teachers in the AI age. Thus, this study aimed to explore what a teacher portrait should be like in the new AI age. In order to systematically and comprehensively construct a teacher portrait for the AI age, we searched online databases using keywords, and after screening according to the inclusion and exclusion criteria, 26 journal documents were identified for in-depth analysis. It was found that there were 20 different types of frameworks that could be used to construct a teacher portrait for the AI age. This study reconstructed a teacher portrait based on the Person-Process-Content (PPC) structure of the micro ecological system theory, and finally arrived at a teacher portrait framework with three dimensions and eight sub-dimensions, including teachers' cognition and emotion, teachers' knowledge and skills, and interaction between teachers' cognition and ability, which highlighted the dynamic requirements of teachers' professional development in the AI age. In addition, the challenges faced by teachers in the AI age are mainly concentrated on four aspects: the upgrading of teacher training requirements, the change of educational environment, the teaching application of digital technology, and the ethical issues of artificial intelligence. These findings provide a direction for promoting the professional development of teachers in the AI age, and can help teachers better cope with the challenges of the new age.",SPRINGER,2024,http://dx.doi.org/10.1007/s10639-024-12513-5,,,,
307,0,J,"Mughari, S; Rafique, GM; Ali, MA",,,,,,Effect of AI literacy on work performance among medical librarians in Pakistan,JOURNAL OF ACADEMIC LIBRARIANSHIP,Article,AI literacy; Artificial intelligence; Work performance; Medical librarians; Pakistan,"Artificial intelligence (AI) is rapidly transforming the healthcare landscape, including the role of medical libraries. Understanding medical head librarians' perceived AI literacy and its potential impact on work performance is crucial for successful AI integration within medical institutions. This research aims to address this gap in knowledge by investigating the perceived AI literacy and its impact on the work performance of medical head librarians in Pakistan. The research adopted a quantitative survey method, utilizing a census method to approach the medical head librarians in Pakistan. Data collection was conducted through an online questionnaire administered to 124 medical head librarians employed in institutions recognized by the Pakistan Medical and Dental Council (PMDC) and the Higher Education Commission (HEC). The findings indicated that the medical head librarians displayed high levels of perceived AI literacy and work performance. Furthermore, the analysis revealed that AI literacy had a statistically significant and positive impact on work performance, suggesting that as medical head librarians' AI literacy increases, so does their work performance. These results provide valuable insights for governing bodies of medical institutions, AI developers, and other relevant stakeholders. The outcomes suggest that investing in AI -related training for medical librarians, creating user-friendly AI interfaces, and providing additional support from AI developers could play a crucial role in effectively implementing AI for information management in medical education in Pakistan. This study makes a significant contribution to the existing literature by addressing the paucity of research on AI literacy among medical librarians. Further research could deepen the understanding of AI literacy's impact on work performance and explore the mechanisms driving this relationship, offering additional guidance for policymakers and educators in enhancing AI -related skills among medical librarians.",ELSEVIER SCIENCE INC,2024,http://dx.doi.org/10.1016/j.acalib.2024.102918,,,,
308,0,J,"Cendra, DT; Hosang, KM; Gao, TP; Wu, JW; Kuo, LE",,,,,,Evaluating Health Literacy Resources for Secondary Hyperparathyroidism in End-Stage Kidney Disease,JOURNAL OF SURGICAL RESEARCH,Article,Chronic kidney disease; End-stage kidney disease; Healthcare communication; Information accessibility; Online health information; Quality; Readability; Secondary hyperparathyroidism,"Introduction: Parathyroidectomy is recommended for severe secondary hyperparathyroidism (SHPT) due to end-stage kidney disease (ESKD), but surgery is underutilized. High quality and accessible online health information, recommended to be at a 6th-grade reading level, is vital to improve patient health literacy. This study evaluated available online resources for SHPT from ESKD based on information quality and readability. Methods: Three search engines were queried using the terms parathyroidectomy for secondary hyperparathyroidism, parathyroidectomy kidney/renal failure, parathyroidectomy dialysis patients, should I have surgery for hyperparathyroidism due to kidney failure?, and do I need surgery for hyperparathyroidism due to kidney failure if I do not have symptoms? Websites were categorized by source and origin. Two independent reviewers determined information quality using JAMA (0-4) and DISCERN (1-5) frameworks, and scores were averaged. Cohen's kappa evaluated inter-rater reliability. Readability was determined using the Flesch Kincaid Reading Ease, Flesch Kincaid Grade Level, and Simple Measure of Gobbledygook tools. Median readability scores were calculated, and corresponding grade level determined. Websites with reading difficulties >6th grade level were calculated. Results: Thirty one (86.1%) websites originated from the U.S., with most from hospital-associated (63.9%) and foundation/advocacy sources (30.6%). The mean JAMA and DISCERN scores for all websites were 1.3 +/- 1.4 and 2.6 +/- 0.7, respectively. Readability scores ranged from grade level 5-college level, and most websites scored above the recommended 6th grade level. Conclusions: Patient-oriented websites tailoring SHPT from ESKD are at a reading level higher than recommended, and the quality of information is low. Efforts must be made to improve the accessibility and quality of information for all patients. 2024 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",ACADEMIC PRESS INC ELSEVIER SCIENCE,2024,http://dx.doi.org/10.1016/j.jss.2024.07.004,,,,
309,0,J,"Tang, KS",,,,,,Informing research on generative artificial intelligence from a language and literacy perspective: A meta-synthesis of studies in science education,SCIENCE EDUCATION,Article,generative AI; language and literacy of science; multilingualism; multimodality; reading and writing,"Research in languages and literacies in science education (LLSE) has developed substantial theoretical and pedagogical insights into how students learn science through language, discourse, and multimodal representations. At the same time, language is central to the functioning of generative artificial intelligence (GenAI). On this common basis concerning the role of language, this paper explores how foundational ideas from LLSE studies can inform the use of GenAI in science education. A bibliometric analysis of 412 journal articles from Web of Science provided the initial step to identify major themes and relationships in the LLSE literature. The analysis revealed four clusters of research in LLSE: reading and writing scientific text, science discourse and interaction, multilingual science classroom, and multimodality and representations. Each cluster was further analyzed through close reading of selected articles to identify and connect key constructs to the potential use of GenAI. These constructs include the interactive-constructive reading model, text genre, reading-writing integration, dialogic interaction, critical questioning, argumentation, translanguaging, hybridity, thematic pattern, modal affordance, and transduction. From these ideas and connections, the paper recommends several pedagogical principles for science educators to guide the use of GenAI. It concludes that LLSE research offers valuable insights for researchers and teachers to investigate and design the use of GenAI in science education. In turn, the impending use of GenAI also calls for a rethinking of literacy that will shape future research in LLSE.",WILEY,2024,http://dx.doi.org/10.1002/sce.21875,,,,
310,0,J,"Urazbayeva, G; Kussainova, R; Aibergen, A; Kaliyeva, A; Kantayeva, G",,,,,,Innovation Off the Bat: Bridging the ChatGPT Gap in Digital Competence among English as a Foreign Language Teachers,EDUCATION SCIENCES,Article,AI integration; generative AI; prompt engineering; teacher professional development; teacher AI literacy,"This research explores the guided experimental implementation of ChatGPT as a tool for developing teachers' skills in teaching English. The intervention involved 24 in-service English as a Foreign Language (EFL) teachers who engaged in crafting activities and assessments using researcher-designed prompts. Utilizing a mixed-methods approach, the researchers assessed the participants' ChatGPT integration proficiency through a custom-designed assessment tool aligned with the technological pedagogical content knowledge framework. The eight-week intervention introduced educators to various applications of ChatGPT in EFL teaching, including lesson planning. A quantitative analysis revealed statistically significant improvements in the teachers' ChatGPT integration proficiency across all measured dimensions. The qualitative findings highlight the perceived benefits, challenges, and future prospects of ChatGPT in EFL education. While the practical significance of the improvement was modest, the results suggest that the guided integration of generative chatbots can bolster teachers' ability to leverage this technology appropriately. This study contributes to the limited body of empirical research on integrating large language models into teaching and offers insights into the practical applications and challenges of using ChatGPT in EFL contexts.",MDPI,2024,http://dx.doi.org/10.3390/educsci14090946,,,,
311,0,J,"Belkbir, R",,,,,,Integrating the 6Cs in Moroccan Higher Education: A Framework for Inclusive AI Learning Design,ARAB WORLD ENGLISH JOURNAL,Article,6Cs of the 21st century education; challenges; solutions; framework for inclusive AI learning design,"Aligning market demands with the knowledge, competencies, and skills provided by higher education is a significant challenge and often falls primarily on the shoulders of educators. This study aims to explore the concept of inclusive AI learning design and its intersection with the integration of the 6Cs framework in higher education. In other words, it delves into the multifaceted role of Artificial Intelligence in the classroom, focusing primarily on the integration of the 6Cs (communication, collaboration, critical thinking, creativity, character education/connectivity, and culture/citizenship) in Moroccan higher education institutions, Artificial Intelligence literacy, and the cultivation of digital humanities techniques. The main research question guiding the study was How to integrate the 6Cs at the tertiary level using inclusive Artificial Intelligence learning design?. The study held significance in contributing to the existing literature by providing new insights and filling gaps in knowledge. To achieve the objectives of the study, the researcher relied on an exploratory descriptive approach through an interview and a self-developed questionnaire involving 15 ESP teachers. The results indicated that teachers face several challenges when integrating the 6C of 21st-century education into ESP classes, including engineering students'low motivation, difficulties in combining multiple competencies, limitations in teaching materials, and time management issues. Hence, establishing a framework for inclusive Artificial Intelligence learning design that encompasses the 6 Cs is compulsory.",ARAB WORLD ENGLISH JOURNAL,2024,http://dx.doi.org/10.24093/awej/vol15no3.13,,,,
312,0,J,"Bae, H; Jaesung, H; Park, J; Choi, GW; Moon, J",,,,,,"Pre-Service Teachers' Dual Perspectives on Generative AI: Benefits, Challenges, and Integration into their Teaching and Learning",ONLINE LEARNING,Article,GenAI; ChatGPT; online asynchronous course; instructional design; pre-service teachers,"This study examined pre-service teachers' perspectives on integrating generative AI (GenAI) tools into their own learning and teaching practices. Discussion posts from asynchronous online courses on ChatGPT were analyzed using the Diffusion of Innovations framework to explore awareness, willingness to apply ChatGPT to instruction, and potential benefits, challenges, and concerns about using GenAI in teaching and learning. The course discussions significantly increased pre-service teachers' awareness and foundational knowledge while reducing anxiety towards AI technologies. However, despite exposure to ChatGPT, only a few confirmed uncertainties evidenced by emotional responses, such as worry and concern. Professional development in AI literacy can address these uncertainties and enhance teachers' understanding about using GenAI in class. The study offers insights into responsible GenAI adoption in learning.",ONLINE LEARNING CONSORTIUM,2024,http://dx.doi.org/10.24059/olj.v28i3.4543,,,,
313,0,J,"Huang, T; Geng, J; Chen, YX; Wang, H; Yang, HL; Hu, SZ",,,,,,Simulation and prediction study of artificial intelligence education dynamics model for primary and secondary schools,EDUCATION AND INFORMATION TECHNOLOGIES,Article,Artificial intelligence education; Primary and secondary school; Structural equation modeling; System dynamics; Developmental prediction,"Digital technology is profoundly transforming various aspects of life, thus highlighting the need to enhance digital literacy on a national scale. In primary and secondary schools, artificial intelligence (AI) education plays a pivotal role in fostering digital literacy. To comprehensively investigate the variables influencing AI education in primary and secondary schools, a dynamic system model was constructed based on the CIPP (Context, Input, Process, and Product) education evaluation model. We employed a mixed-method research approach, combining both qualitative and quantitative methods, to thoroughly investigate the influencing factors and perform predictive and simulation experiments. Firstly, we construct a system framework for AI education in primary and secondary schools based on CIPP model, utilizing qualitative methods such as literature review and expert interviews to identify influencing factors and define the system's boundaries. Secondly, we collect 814 questionnaire responses from 12 primary and secondary schools and employ Structural Equation Modeling (SEM) for quantitative analysis to explore the relationships between these influencing factors. Finally, these relationships are utilized to construct a System Dynamics model, allowing for an in-depth exploration of the development trends in AI education in primary and secondary schools through predictive analysis and control simulation. Controlled simulations allow us to predict and validate factors that influence the level of AI education development, aiding in the identification of high-leverage elements. Our findings underscore that AI education in Chinese primary and secondary schools is still in its initial stage with insufficient developmental momentum. Through controlled simulation results, it is found that the development of AI education in primary and secondary schools is influenced by both external systems and internal student systems, with national policy serving as the fundamental driving force. Among these influencing factors, societal factors play a predominant role in the external environment, followed by school factors, while the students' level of learning engagement is identified as the most crucial factor within the internal system. Based on the results of prediction and simulation studies, recommendations for improvement are proposed, including policy reforms and collaboration between schools and enterprises.",SPRINGER,2024,http://dx.doi.org/10.1007/s10639-024-12470-z,,,,
314,0,J,"Shyr, C; Grout, RW; Kennedy, N; Akdas, Y; Tischbein, M; Milford, J; Tan, J; Quarles, K; Edwards, TL; Novak, LL; White, J; Wilkins, CH; Harris, PA",,,,,,Leveraging artificial intelligence to summarize abstracts in lay language for increasing research accessibility and transparency,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,Article,artificial intelligence; large language model; text summarization; ResearchMatch; return of study results,"Objective Returning aggregate study results is an important ethical responsibility to promote trust and inform decision making, but the practice of providing results to a lay audience is not widely adopted. Barriers include significant cost and time required to develop lay summaries and scarce infrastructure necessary for returning them to the public. Our study aims to generate, evaluate, and implement ChatGPT 4 lay summaries of scientific abstracts on a national clinical study recruitment platform, ResearchMatch, to facilitate timely and cost-effective return of study results at scale.Materials and Methods We engineered prompts to summarize abstracts at a literacy level accessible to the public, prioritizing succinctness, clarity, and practical relevance. Researchers and volunteers assessed ChatGPT-generated lay summaries across five dimensions: accuracy, relevance, accessibility, transparency, and harmfulness. We used precision analysis and adaptive random sampling to determine the optimal number of summaries for evaluation, ensuring high statistical precision.Results ChatGPT achieved 95.9% (95% CI, 92.1-97.9) accuracy and 96.2% (92.4-98.1) relevance across 192 summary sentences from 33 abstracts based on researcher review. 85.3% (69.9-93.6) of 34 volunteers perceived ChatGPT-generated summaries as more accessible and 73.5% (56.9-85.4) more transparent than the original abstract. None of the summaries were deemed harmful. We expanded ResearchMatch's technical infrastructure to automatically generate and display lay summaries for over 750 published studies that resulted from the platform's recruitment mechanism.Discussion and Conclusion Implementing AI-generated lay summaries on ResearchMatch demonstrates the potential of a scalable framework generalizable to broader platforms for enhancing research accessibility and transparency.",OXFORD UNIV PRESS,2024,http://dx.doi.org/10.1093/jamia/ocae186,,,,
315,0,J,"Eder, M; Sjovaag, H",,,,,,Artificial intelligence and the dawn of an algorithmic divide,FRONTIERS IN COMMUNICATION,Article,algorithmic divide; artificial intelligence; journalism; literacy; Germany,"Emerging technologies like artificial intelligence (AI) and algorithms reshape news curation and consumption. Against this background, previous research has been focused on divides between groups regarding access to such digital technologies. Disparities in awareness and knowledge of AI across socio-demographic groups seem to persist, potentially leading to an algorithmic divide. Despite this situation, there is still limited research into such an emerging inequality. Building on the framework of algorithmic literacy, this study aims to contribute to this gap with findings from a national representative study in Germany (N = 1,090) in January 2022, considering socio-demographic factors such as age, gender, and education. Findings shed important light on the extent to which news audiences are knowledgeable about the use of AI and algorithms in news selection and recommendation, as well as in society. The results of our analysis imply that newsrooms should increase their knowledge about the potential divides created by applying AI across sectors to various socio-demographic groups and stay vigilant about the level of transparency of their AI use.",FRONTIERS MEDIA SA,2024,http://dx.doi.org/10.3389/fcomm.2024.1453251,,,,
